train_id,route,distance_miles,weather_condition,cargo_weight_tons,scheduled_duration_hours,actual_duration_hours,crew_experience_years,locomotive_age_years,maintenance_score,delayed
TRAIN-1080,Chicago-Seattle,1914,Rain,7736,87,98.65293597968113,11.0,23,78.60727662628878,1
TRAIN-1081,Denver-LA,1899,Clear,7792,39,53.762446295684875,23.0,2,73.48916322546573,1
TRAIN-1082,Denver-LA,1181,Snow,2441,52,54.65518547134969,16.0,4,88.86558609925434,1
TRAIN-1083,Denver-LA,1222,Snow,6670,78,89.9410376348154,20.0,5,96.48118239318501,1
TRAIN-1084,Chicago-Seattle,1024,Snow,4105,38,42.82452416598778,15.0,24,63.947769020085666,1
TRAIN-1085,Denver-LA,998,Rain,6198,68,77.83150752890312,6.0,26,96.21972667656371,1
TRAIN-1086,Chicago-Seattle,998,Fog,1287,35,36.0979327153108,20.0,12,71.93802444438406,0
TRAIN-1087,Texas-Portland,761,Snow,7363,81,95.77513023072484,5.0,3,72.6594873749955,1
TRAIN-1088,Chicago-Seattle,1455,Snow,6677,95,111.89902154552648,5.0,28,83.21510702584764,1
TRAIN-1089,Chicago-Seattle,595,Clear,6511,48,49.60366569090379,7.0,11,70.51971018609827,0
TRAIN-1090,Texas-Portland,1326,Snow,2881,66,69.66088072180115,16.0,16,87.23314621119933,1
TRAIN-1091,Chicago-Seattle,1301,Snow,4688,42,48.081344884045116,9.0,8,83.03204586511528,1
TRAIN-1092,Chicago-Seattle,1318,Rain,6406,24,31.867473572867098,2.0,19,70.6153489195348,1
TRAIN-1093,Texas-Portland,1860,Snow,2979,94,99.81850543589212,15.0,19,85.10091385588076,1
TRAIN-1094,Texas-Portland,1005,Fog,2299,88,88.18371709491548,23.0,22,63.60671204470164,0
TRAIN-1095,Chicago-Seattle,1701,Fog,1528,54,51.445478105687286,7.0,19,73.40318342540851,0
TRAIN-1096,Chicago-Seattle,1853,Fog,6101,38,47.53260676610144,3.0,25,67.33567527748446,1
TRAIN-1097,Chicago-Seattle,1950,Clear,5685,95,103.7149079161618,4.0,14,71.29381334952019,1
TRAIN-1098,Texas-Portland,663,Clear,4985,79,79.3234041628435,9.0,18,77.92824168109583,0
TRAIN-1099,Chicago-Seattle,653,Clear,2999,47,48.84722805563091,23.0,1,78.40763581289097,0
TRAIN-1100,Chicago-Seattle,640,Snow,6565,93,103.54606483950472,12.0,17,76.05085836968524,1
TRAIN-1101,Denver-LA,1233,Rain,3630,68,72.2234026874763,21.0,27,86.054881626835,1
TRAIN-1102,Denver-LA,1537,Fog,3057,58,64.992765205919,3.0,18,70.6477227626224,1
TRAIN-1103,Chicago-Seattle,1534,Clear,6673,39,43.19414496197987,12.0,13,66.53709033667586,1
TRAIN-1104,Texas-Portland,1456,Rain,3731,49,49.597052076246115,3.0,8,78.2281773452655,0
TRAIN-1105,Texas-Portland,773,Rain,3650,71,73.12516744710317,18.0,14,83.5715130555739,1
TRAIN-1106,Chicago-Seattle,1737,Fog,2593,67,69.12147744430136,19.0,13,93.90189252935741,1
TRAIN-1107,Texas-Portland,1418,Clear,2979,57,56.256776628484985,11.0,15,88.70273818975724,0
TRAIN-1108,Chicago-Seattle,984,Snow,6862,74,84.77137559808979,23.0,3,75.12219119589604,1
TRAIN-1109,Chicago-Seattle,1514,Rain,3038,76,79.61960667300087,11.0,13,70.00376624805216,1
TRAIN-1110,Texas-Portland,1530,Rain,3199,73,76.49940106239585,23.0,20,83.5294683440593,1
TRAIN-1111,Chicago-Seattle,565,Clear,7834,25,29.84751910916591,15.0,8,91.42099729401366,1
TRAIN-1112,Texas-Portland,1886,Rain,4124,89,94.00812988636594,23.0,10,78.49974229364953,1
TRAIN-1113,Denver-LA,1446,Clear,4999,69,73.76243147945952,12.0,29,96.5576037804934,1
TRAIN-1114,Chicago-Seattle,1668,Snow,2369,34,38.80984617589411,9.0,12,94.17065298326024,1
TRAIN-1115,Denver-LA,1318,Rain,6330,70,74.59883622753156,19.0,5,76.96828832930439,1
TRAIN-1116,Chicago-Seattle,1931,Snow,1075,24,20.702747554480503,17.0,14,79.26375602978645,0
TRAIN-1117,Texas-Portland,1418,Clear,2357,36,31.761169484164967,1.0,21,96.62121600761495,0
TRAIN-1118,Denver-LA,598,Clear,2482,90,84.46205140497753,5.0,14,83.07374583727247,0
TRAIN-1119,Denver-LA,700,Rain,7696,38,46.27217957347518,15.0,12,,1
TRAIN-1120,Denver-LA,1218,Rain,5049,75,81.23336654452248,24.0,15,93.10570908720818,1
TRAIN-1121,Denver-LA,1545,Rain,5916,70,72.6383205784902,17.0,1,77.98867549228666,1
TRAIN-1122,Texas-Portland,1661,Fog,6427,37,46.76136613962127,9.0,29,82.43271618100812,1
TRAIN-1123,Chicago-Seattle,1118,Snow,6017,45,55.00277642135671,3.0,10,93.21317925024624,1
TRAIN-1124,Texas-Portland,613,Rain,3805,37,34.2277724544784,21.0,1,68.43866226620614,0
TRAIN-1125,Denver-LA,1080,Clear,5623,66,69.49526870562816,4.0,12,73.49782993613478,1
TRAIN-1126,Chicago-Seattle,1661,Fog,1832,81,78.39488890590734,2.0,12,88.9759638769232,0
TRAIN-1127,Denver-LA,1430,Rain,7625,66,80.56637574312735,24.0,27,,1
TRAIN-1128,Denver-LA,1032,Fog,6013,61,72.8221505822867,17.0,8,74.18366945028328,1
TRAIN-1129,Chicago-Seattle,1278,Snow,5163,49,57.65073584119342,14.0,27,,1
TRAIN-1130,Denver-LA,1499,Rain,7989,34,45.824129905912756,17.0,22,77.36405998930526,1
TRAIN-1131,Denver-LA,1904,Rain,4027,42,47.637159593319694,14.0,11,71.03592453072027,1
TRAIN-1132,Texas-Portland,1639,Fog,6215,90,92.76206411854031,4.0,4,96.91206315784343,1
TRAIN-1133,Denver-LA,758,Rain,2340,79,80.39701113034587,9.0,21,83.4669703590621,0
TRAIN-1134,Denver-LA,1226,Clear,3854,68,64.54945777550192,8.0,18,89.03155069468036,0
TRAIN-1135,Texas-Portland,1888,Clear,2797,71,75.4171604040503,6.0,16,74.55717406696081,1
TRAIN-1136,Denver-LA,1573,Snow,2672,90,89.61403645876459,18.0,10,75.43900541272188,0
TRAIN-1137,Texas-Portland,602,Rain,3747,48,48.18121821158485,1.0,6,96.12056564288768,0
TRAIN-1138,Texas-Portland,842,Clear,6059,50,49.09599340103361,23.0,7,,0
TRAIN-1139,Texas-Portland,1385,Rain,2407,91,94.4979446100132,13.0,23,95.536861002481,1
TRAIN-1140,Chicago-Seattle,1189,Rain,1852,45,46.173149098555335,8.0,22,99.85602423667851,0
TRAIN-1141,Denver-LA,1822,Clear,5145,49,47.73104579271355,3.0,16,93.87258775959678,0
TRAIN-1142,Texas-Portland,508,Fog,3869,93,99.82872511655809,22.0,8,97.64632652053322,1
TRAIN-1143,Texas-Portland,631,Fog,2850,26,25.31819248738705,4.0,10,61.427056636229686,0
TRAIN-1144,Texas-Portland,1634,Fog,4655,93,98.68228415550828,2.0,9,81.15121201447985,1
TRAIN-1145,Chicago-Seattle,1276,Clear,6053,59,66.2473872882612,9.0,25,84.23910013295753,1
TRAIN-1146,Denver-LA,1212,Clear,4341,33,41.622078903271266,2.0,16,89.91574035935034,1
TRAIN-1147,Denver-LA,1857,Snow,3626,27,36.057968025575356,19.0,13,73.28404885360078,1
TRAIN-1148,Denver-LA,1825,Rain,5039,52,53.73557833029707,21.0,2,65.86887731248264,0
TRAIN-1149,Texas-Portland,1758,Rain,6105,83,90.34505123173236,21.0,17,,1
TRAIN-1150,Denver-LA,602,Snow,5219,70,78.20759742584157,21.0,29,86.74602798456512,1
TRAIN-1151,Texas-Portland,910,Rain,5456,41,54.091719480682684,14.0,21,62.62618505707988,1
TRAIN-1152,Denver-LA,554,Fog,2591,55,51.913264200532126,23.0,3,98.34156975692076,0
TRAIN-1153,Denver-LA,1222,Snow,1577,25,32.14406453725131,11.0,20,95.73137894839198,1
TRAIN-1154,Denver-LA,622,Rain,6321,44,53.236095200653985,20.0,23,66.43270303141736,1
TRAIN-1155,Chicago-Seattle,1234,Snow,6109,64,75.50567626412888,8.0,22,65.98915589174584,1
TRAIN-1156,Chicago-Seattle,1505,Snow,4753,49,61.75408465568354,4.0,29,61.74252005400642,1
TRAIN-1157,Denver-LA,1781,Clear,3780,26,26.369318395184457,12.0,21,64.96018886753436,0
TRAIN-1158,Denver-LA,1147,Fog,3023,95,96.13703778042938,17.0,18,94.07380186506848,0
TRAIN-1159,Denver-LA,1465,Clear,5085,41,43.18822408554992,19.0,12,86.90854883864272,1
TRAIN-1160,Denver-LA,1445,Fog,3597,62,62.7673011648778,22.0,25,86.0018137904743,0
TRAIN-1161,Texas-Portland,910,Clear,2297,39,34.65459756280229,12.0,13,98.67344259155628,0
TRAIN-1162,Chicago-Seattle,1183,Rain,7197,40,49.566579171654666,17.0,22,,1
TRAIN-1163,Denver-LA,838,Rain,4569,54,56.22944798272283,21.0,24,,1
TRAIN-1164,Chicago-Seattle,1589,Snow,2522,32,39.19241394001044,9.0,12,94.15674745069106,1
TRAIN-1165,Texas-Portland,1652,Clear,4045,39,38.08719925053882,13.0,17,80.43388357626017,0
TRAIN-1166,Chicago-Seattle,1722,Clear,3494,31,28.118626215205836,14.0,7,65.59765214818863,0
TRAIN-1167,Denver-LA,1824,Fog,6371,69,75.490091256257,17.0,10,85.18303188196828,1
TRAIN-1168,Denver-LA,906,Clear,5997,71,76.38676183919658,3.0,8,98.36902353405495,1
TRAIN-1169,Texas-Portland,1385,Snow,6779,66,82.37605103912969,8.0,15,78.56189831294915,1
TRAIN-1170,Denver-LA,620,Clear,5619,52,56.72517223021309,20.0,12,73.6522126405521,1
TRAIN-1171,Denver-LA,914,Clear,5808,48,55.34976568464379,6.0,29,77.8935392001543,1
TRAIN-1172,Denver-LA,1901,Clear,3555,40,41.911809429130194,20.0,16,70.35612796823497,0
TRAIN-1173,Denver-LA,869,Clear,7079,63,69.46050039748724,24.0,18,93.34435851497607,1
TRAIN-1174,Denver-LA,903,Clear,6101,43,40.08536763503029,11.0,9,91.3186060907822,0
TRAIN-1175,Chicago-Seattle,1497,Rain,5291,51,59.4005587316784,20.0,6,61.6179247400528,1
TRAIN-1176,Texas-Portland,1812,Clear,6975,44,56.51019329782494,9.0,2,96.42246458243935,1
TRAIN-1177,Chicago-Seattle,898,Clear,3600,68,72.50047918765674,18.0,21,96.83108455384735,1
TRAIN-1178,Denver-LA,1984,Rain,7292,26,36.28776552028835,17.0,29,99.30946444595094,1
TRAIN-1179,Texas-Portland,1565,Clear,4961,44,48.10036341919775,24.0,13,85.90989711444527,1
TRAIN-1180,Texas-Portland,1419,Snow,1691,66,66.67693337630826,,9,65.88458331392565,0
TRAIN-1181,Chicago-Seattle,1205,Fog,4742,39,46.8428783489637,15.0,17,86.25710701599091,1
TRAIN-1182,Texas-Portland,707,Clear,4820,89,89.43958417341871,11.0,13,91.55368960103141,0
TRAIN-1183,Chicago-Seattle,1658,Snow,7978,47,60.39349900161455,21.0,18,95.39125317186516,1
TRAIN-1184,Denver-LA,1119,Fog,3932,49,56.33486322169886,2.0,24,97.63709748745813,1
TRAIN-1185,Chicago-Seattle,763,Rain,2315,84,88.24130738221253,14.0,7,,1
TRAIN-1186,Chicago-Seattle,500,Snow,4369,58,66.12253829499967,19.0,15,92.27752595007945,1
TRAIN-1187,Chicago-Seattle,1877,Fog,2695,30,33.41756055908445,6.0,28,85.17253537000671,1
TRAIN-1188,Denver-LA,1485,Fog,1192,94,93.76352772343733,5.0,11,70.75957227628525,0
TRAIN-1189,Chicago-Seattle,1637,Rain,5855,38,45.55715288460574,24.0,3,73.07478056608156,1
TRAIN-1190,Texas-Portland,1650,Rain,1550,27,28.09356231360069,18.0,23,76.1536329810061,0
TRAIN-1191,Chicago-Seattle,1122,Rain,6276,75,80.56901538905906,1.0,26,69.40349187687843,1
TRAIN-1192,Texas-Portland,1643,Snow,3008,86,89.69651375953174,3.0,20,89.39208276782786,1
TRAIN-1193,Texas-Portland,1058,Snow,3549,67,76.14371436714264,,22,84.89063804197758,1
TRAIN-1194,Denver-LA,754,Rain,7560,54,68.35397435234125,9.0,4,66.98521194086533,1
TRAIN-1195,Chicago-Seattle,1376,Rain,4842,67,71.49061011512774,12.0,19,94.10214065906194,1
TRAIN-1196,Chicago-Seattle,693,Fog,5353,76,86.87049988908169,6.0,14,62.50742175525387,1
TRAIN-1197,Texas-Portland,594,Snow,4882,33,41.50881514229256,12.0,23,70.69499130086463,1
TRAIN-1198,Texas-Portland,1221,Clear,6077,36,40.900505272289024,12.0,11,64.06726501717773,1
TRAIN-1199,Texas-Portland,1028,Snow,5861,74,86.77569011920623,2.0,11,64.52730162515392,1
TRAIN-1200,Chicago-Seattle,1713,Clear,7413,60,68.44149067286598,22.0,6,79.80102453465295,1
TRAIN-1201,Denver-LA,1294,Snow,3701,89,94.04403510092595,21.0,19,74.15372053456315,1
TRAIN-1202,Chicago-Seattle,1041,Fog,2327,72,75.41544821314127,6.0,19,88.0909029996208,1
TRAIN-1203,Texas-Portland,1023,Rain,4045,60,59.387876305013044,18.0,24,82.49852398211488,0
TRAIN-1204,Denver-LA,1704,Snow,5191,48,55.67165916119495,15.0,5,86.31382842966991,1
TRAIN-1205,Denver-LA,1955,Clear,3931,86,87.16447247165267,12.0,4,77.42089084514349,0
TRAIN-1206,Chicago-Seattle,1792,Clear,3918,52,57.74642368014838,5.0,29,77.45726611922534,1
TRAIN-1207,Chicago-Seattle,1453,Fog,5403,46,58.4693325600578,1.0,17,75.49596494111583,1
TRAIN-1208,Texas-Portland,1145,Snow,3298,80,87.77081512440648,14.0,21,90.23385642224812,1
TRAIN-1209,Denver-LA,1225,Snow,3357,56,64.5542204559601,9.0,21,75.44753071174834,1
TRAIN-1210,Denver-LA,560,Snow,5520,46,53.40016967245689,6.0,6,98.81403994070888,1
TRAIN-1211,Chicago-Seattle,1844,Rain,5350,90,96.92533480024605,1.0,29,75.21163012516618,1
TRAIN-1212,Denver-LA,1545,Clear,2371,93,91.92744019057068,4.0,15,75.78380213744441,0
TRAIN-1213,Chicago-Seattle,1124,Rain,7883,69,76.7607882471448,,2,61.89744312078541,1
TRAIN-1214,Denver-LA,943,Rain,1308,26,25.553075515306606,7.0,25,72.4357086753848,0
TRAIN-1215,Chicago-Seattle,1512,Fog,4449,90,105.08250502954228,20.0,27,61.68121118826066,1
TRAIN-1216,Texas-Portland,1460,Rain,1106,73,72.62899295802109,12.0,16,87.33502111696352,0
TRAIN-1217,Texas-Portland,711,Fog,1896,76,80.9493155455355,10.0,24,88.12688066358942,1
TRAIN-1218,Denver-LA,1445,Fog,7663,73,85.53559396592702,13.0,26,99.41673602576599,1
TRAIN-1219,Chicago-Seattle,1597,Snow,6512,32,51.2768016883003,19.0,29,94.94461222166369,1
TRAIN-1220,Chicago-Seattle,1631,Snow,2993,86,89.86108308959706,12.0,1,,1
TRAIN-1221,Texas-Portland,612,Snow,5160,76,83.08958507619037,5.0,8,79.32091982758685,1
TRAIN-1222,Chicago-Seattle,1147,Fog,4319,81,86.77564778589999,21.0,14,86.06359536359875,1
TRAIN-1223,Denver-LA,1509,Fog,4768,66,67.93950794344396,7.0,4,72.70900242717674,0
TRAIN-1224,Texas-Portland,1564,Clear,5705,54,57.459363502001494,14.0,8,94.83320096607278,1
TRAIN-1225,Texas-Portland,1071,Clear,6434,48,51.25622308103021,19.0,15,96.87200034911515,1
TRAIN-1226,Texas-Portland,872,Clear,3302,64,68.93823517131884,22.0,2,96.59971886710926,1
TRAIN-1227,Denver-LA,1172,Fog,1288,86,87.71380498016566,12.0,24,94.45515917114875,0
TRAIN-1228,Chicago-Seattle,1114,Clear,4465,37,41.76170698581588,,10,73.45766181821206,1
TRAIN-1229,Chicago-Seattle,971,Rain,4199,71,70.64519011899496,23.0,19,88.92782592433554,0
TRAIN-1230,Denver-LA,1243,Clear,1480,51,53.01942210287059,,26,92.34446865456826,1
TRAIN-1231,Chicago-Seattle,1008,Clear,5768,56,54.846187276581084,23.0,15,97.24890753886007,0
TRAIN-1232,Denver-LA,1119,Rain,5548,78,84.27023248240643,22.0,9,80.08999513879192,1
TRAIN-1233,Texas-Portland,1659,Fog,2326,92,93.12367713936325,11.0,4,84.4023491743507,0
TRAIN-1234,Denver-LA,545,Snow,6379,67,75.97705751440041,11.0,5,74.49023142102996,1
TRAIN-1235,Texas-Portland,558,Fog,6380,80,85.54091144320397,14.0,27,63.35263419379261,1
TRAIN-1236,Texas-Portland,1791,Rain,1333,24,21.812668617881705,19.0,21,88.93114249613046,0
TRAIN-1237,Chicago-Seattle,1188,Fog,5536,74,80.39119519026201,13.0,18,68.33420060063088,1
TRAIN-1238,Chicago-Seattle,1074,Rain,3998,28,24.57302605216957,24.0,27,70.48857226552062,0
TRAIN-1239,Chicago-Seattle,1129,Clear,1531,46,43.218979944550206,12.0,16,61.42579307590235,0
TRAIN-1240,Chicago-Seattle,1186,Snow,1241,95,92.61816451547348,6.0,4,71.87821389599256,0
TRAIN-1241,Chicago-Seattle,1535,Rain,4599,95,97.01347057122463,4.0,5,88.71268900485299,1
TRAIN-1242,Chicago-Seattle,1158,Rain,2103,58,57.776647408185156,,18,87.10258502277212,0
TRAIN-1243,Chicago-Seattle,1929,Clear,2794,86,86.87124480337278,2.0,23,74.6108455860301,0
TRAIN-1244,Texas-Portland,1299,Fog,6835,38,46.263621414398486,8.0,11,95.79928690629728,1
TRAIN-1245,Texas-Portland,528,Rain,1243,53,51.5078076977562,21.0,10,90.1801188119951,0
TRAIN-1246,Denver-LA,1995,Snow,7356,54,65.21667443044817,3.0,17,67.8358657806498,1
TRAIN-1247,Chicago-Seattle,848,Rain,4400,62,72.3296365492291,14.0,14,65.02629638167136,1
TRAIN-1248,Denver-LA,561,Snow,4826,26,30.744465732934586,19.0,16,79.78770750579952,1
TRAIN-1249,Chicago-Seattle,1662,Fog,7156,41,56.903716633581226,21.0,13,96.35194724948093,1
TRAIN-1250,Chicago-Seattle,969,Snow,2098,30,34.23696936887727,6.0,10,80.69803874296201,1
TRAIN-1251,Texas-Portland,1337,Fog,7746,70,81.33399251071191,16.0,6,76.12798446967808,1
TRAIN-1252,Texas-Portland,1496,Rain,5490,78,82.00116917581644,,2,68.64889917809363,1
TRAIN-1253,Denver-LA,572,Fog,7869,63,77.62532859262919,20.0,6,96.4693777145954,1
TRAIN-1254,Texas-Portland,548,Clear,2355,74,78.82985779756324,21.0,19,65.71831218337601,1
TRAIN-1255,Denver-LA,1794,Fog,5067,70,74.45582193513752,8.0,25,98.54178452448944,1
TRAIN-1256,Chicago-Seattle,1185,Snow,2984,31,33.909601251193756,17.0,27,87.38150634925051,1
TRAIN-1257,Chicago-Seattle,1950,Clear,4769,33,36.18798522872996,15.0,6,86.36807740950627,1
TRAIN-1258,Chicago-Seattle,737,Rain,3685,62,62.49991594482275,17.0,22,68.56849582444889,0
TRAIN-1259,Texas-Portland,1440,Clear,2403,52,47.667081136605944,21.0,18,96.03433010356625,0
TRAIN-1260,Texas-Portland,1483,Clear,7852,66,72.65897906084514,24.0,6,66.54496684661832,1
TRAIN-1261,Texas-Portland,1134,Rain,1638,62,57.50513654594318,7.0,16,87.28374646861386,0
TRAIN-1262,Texas-Portland,656,Snow,5114,86,90.33935950036063,22.0,21,88.83418676712841,1
TRAIN-1263,Texas-Portland,917,Fog,5300,62,71.05366666540255,16.0,4,80.53331123216259,1
TRAIN-1264,Denver-LA,1465,Rain,2918,55,54.333637582338376,22.0,15,72.86829654661311,0
TRAIN-1265,Chicago-Seattle,1054,Clear,4425,26,23.402135497205485,15.0,8,82.38887584166591,0
TRAIN-1266,Texas-Portland,615,Clear,2787,70,64.46245355441496,16.0,10,70.5620708890349,0
TRAIN-1267,Denver-LA,964,Clear,2612,25,18.51941031543306,3.0,7,81.88948201036894,0
TRAIN-1268,Chicago-Seattle,1171,Snow,4432,30,33.92081867953539,2.0,16,78.35188258470774,1
TRAIN-1269,Chicago-Seattle,1555,Snow,6769,27,40.56730084423388,16.0,12,98.32178710239012,1
TRAIN-1270,Texas-Portland,673,Snow,7344,30,44.71568363229286,22.0,25,80.27388709860378,1
TRAIN-1271,Chicago-Seattle,659,Snow,3730,54,61.15210942220109,14.0,17,98.16058121605172,1
TRAIN-1272,Texas-Portland,1539,Rain,4898,90,91.40993969577706,15.0,1,65.73811841967343,0
TRAIN-1273,Chicago-Seattle,771,Rain,3004,77,77.8113882265504,,2,79.34532293724045,0
TRAIN-1274,Chicago-Seattle,899,Rain,6133,94,102.99778647247334,18.0,20,84.65628350290964,1
TRAIN-1275,Denver-LA,665,Fog,4303,95,100.26451676640625,8.0,2,87.5629155046821,1
TRAIN-1276,Denver-LA,1558,Snow,1121,55,65.77506345179125,3.0,20,90.7549554841007,1
TRAIN-1277,Denver-LA,1672,Clear,3901,64,64.15351458523926,20.0,10,93.91162386161243,0
TRAIN-1278,Texas-Portland,1840,Clear,4926,35,35.278716811616235,24.0,13,92.87765029641045,0
TRAIN-1279,Texas-Portland,1132,Snow,1057,35,33.33968802252216,5.0,9,61.55694584642215,0
TRAIN-1280,Denver-LA,1683,Fog,7309,76,80.00275277207729,14.0,3,80.00824463217918,1
TRAIN-1281,Denver-LA,1428,Snow,1426,59,52.95576551328813,10.0,1,89.36049986688289,0
TRAIN-1282,Texas-Portland,1444,Snow,5739,95,106.77286008904693,17.0,28,77.18806524746272,1
TRAIN-1283,Texas-Portland,1686,Rain,6528,31,40.56855619889119,5.0,23,81.45828035424847,1
TRAIN-1284,Chicago-Seattle,810,Snow,5506,50,59.609877853476235,11.0,28,65.11641792286363,1
TRAIN-1285,Texas-Portland,1633,Rain,5115,81,87.80271460558733,11.0,18,77.51446714485328,1
TRAIN-1286,Texas-Portland,1949,Clear,4375,54,60.032067327393584,4.0,28,64.19933408479675,1
TRAIN-1287,Chicago-Seattle,935,Clear,3845,60,57.990892043192524,8.0,10,95.36943401471589,0
TRAIN-1288,Chicago-Seattle,894,Rain,5874,86,93.92641497546003,19.0,15,,1
TRAIN-1289,Texas-Portland,1385,Rain,5772,73,83.74192589930992,11.0,16,87.94652995701823,1
TRAIN-1290,Denver-LA,985,Clear,1902,64,57.38610507878268,8.0,9,66.19968824319042,0
TRAIN-1291,Denver-LA,1909,Snow,4988,92,99.64007978159732,10.0,28,69.08238257595389,1
TRAIN-1292,Denver-LA,1636,Rain,5736,84,92.49667026975824,16.0,28,89.15617572976379,1
TRAIN-1293,Denver-LA,528,Clear,3151,42,41.936771104985375,16.0,8,67.4830676822085,0
TRAIN-1294,Denver-LA,1514,Rain,2821,67,71.49916928709939,6.0,1,78.92653669926162,1
TRAIN-1295,Chicago-Seattle,1717,Clear,5313,82,82.90627768277794,24.0,1,63.29298205560095,0
TRAIN-1296,Denver-LA,1460,Fog,3411,65,71.4626336647785,7.0,12,87.48699274512896,1
TRAIN-1297,Chicago-Seattle,1691,Clear,3116,53,54.040515668833294,9.0,2,79.23212314200623,0
TRAIN-1298,Chicago-Seattle,1136,Clear,6672,71,79.43184306525738,10.0,12,87.12421397954137,1
TRAIN-1299,Texas-Portland,1016,Snow,2289,81,81.58180193522743,18.0,12,78.86232194708118,0
TRAIN-1300,Texas-Portland,1132,Clear,7867,94,96.88037279602536,20.0,6,66.88981304780623,1
TRAIN-1301,Texas-Portland,740,Rain,7229,26,34.92822955467739,22.0,2,99.62781939538502,1
TRAIN-1302,Texas-Portland,1013,Clear,5948,29,35.036364919849525,4.0,27,92.48641876095792,1
TRAIN-1303,Chicago-Seattle,1310,Fog,1003,34,32.42889189111124,7.0,24,65.22684394716553,0
TRAIN-1304,Denver-LA,932,Clear,7353,74,77.51584787768752,14.0,1,80.49149267163541,1
TRAIN-1305,Texas-Portland,522,Clear,3058,29,28.972854735897734,12.0,17,93.20943897739117,0
TRAIN-1306,Chicago-Seattle,1908,Clear,6536,48,56.2210726255328,4.0,7,82.81139295211044,1
TRAIN-1307,Denver-LA,1034,Snow,1261,57,53.616054021616215,22.0,1,90.70427793880275,0
TRAIN-1308,Texas-Portland,1261,Fog,2586,70,68.9114416321107,24.0,18,77.94085276134417,0
TRAIN-1309,Denver-LA,1686,Fog,5286,40,53.121700530465105,21.0,28,97.86896262586296,1
TRAIN-1310,Texas-Portland,1678,Clear,1182,46,43.921661337871285,,27,85.65169387072554,0
TRAIN-1311,Chicago-Seattle,674,Rain,7180,52,57.329792319005314,12.0,24,60.535707681542796,1
TRAIN-1312,Denver-LA,1487,Fog,5215,32,37.689198141056536,17.0,16,67.86220513723678,1
TRAIN-1313,Texas-Portland,601,Rain,6740,24,37.13758722170635,7.0,24,65.63443158328474,1
TRAIN-1314,Chicago-Seattle,641,Rain,4609,94,98.72379916008961,8.0,19,71.25941401283282,1
TRAIN-1315,Chicago-Seattle,1036,Clear,4589,80,87.68111011159924,17.0,23,76.81678834013267,1
TRAIN-1316,Denver-LA,1060,Snow,3088,53,54.5159977386542,9.0,6,81.67653956658008,0
TRAIN-1317,Denver-LA,1930,Snow,2025,33,31.704930723239865,12.0,3,69.53951320072572,0
TRAIN-1318,Texas-Portland,1109,Fog,3146,44,47.32667907864857,4.0,18,90.89389295495681,1
TRAIN-1319,Texas-Portland,1318,Snow,7310,53,62.995367829292164,11.0,6,74.62128879483694,1
TRAIN-1320,Denver-LA,1201,Clear,3606,60,60.75148121011045,9.0,25,65.05527787365796,0
TRAIN-1321,Denver-LA,1530,Snow,4283,52,60.37814119648587,2.0,8,69.30048774842818,1
TRAIN-1322,Denver-LA,1704,Fog,6134,38,48.61360113220737,18.0,17,83.091462494411,1
TRAIN-1323,Denver-LA,1428,Snow,4579,82,91.29387494567945,24.0,19,96.46038176815814,1
TRAIN-1324,Chicago-Seattle,1359,Rain,3814,30,31.8735690618237,14.0,22,92.8097715404626,0
TRAIN-1325,Texas-Portland,903,Clear,3153,43,45.34803512510782,,24,91.83636764066722,1
TRAIN-1326,Texas-Portland,792,Clear,6358,30,34.063253148620056,2.0,6,76.47186055469317,1
TRAIN-1327,Texas-Portland,1525,Snow,4585,38,41.4260320230593,15.0,4,92.50491685684081,1
TRAIN-1328,Texas-Portland,1362,Fog,1018,41,43.05360035577851,11.0,24,73.95049508110458,1
TRAIN-1329,Texas-Portland,1686,Rain,5817,51,58.45631590599027,2.0,26,61.34086726252748,1
TRAIN-1330,Chicago-Seattle,843,Clear,7025,31,40.16787169705554,4.0,23,74.2018267513836,1
TRAIN-1331,Chicago-Seattle,681,Clear,4022,30,28.268460554109506,8.0,22,98.82719782259115,0
TRAIN-1332,Denver-LA,1527,Clear,5021,82,86.52007589992138,24.0,13,68.57569140250621,1
TRAIN-1333,Texas-Portland,1464,Fog,1506,62,60.21190717570212,8.0,27,95.31876962570962,0
TRAIN-1334,Texas-Portland,644,Fog,5283,88,99.86488703259212,21.0,18,75.11730941394387,1
TRAIN-1335,Chicago-Seattle,1739,Rain,5209,24,32.487393607648066,14.0,28,97.57935697492617,1
TRAIN-1336,Texas-Portland,1597,Rain,2773,95,95.79752947611627,23.0,17,86.6317035167218,0
TRAIN-1337,Denver-LA,1217,Rain,3581,49,51.32238423873986,23.0,11,85.67039291758127,1
TRAIN-1338,Texas-Portland,964,Fog,4504,40,44.24832325761912,24.0,5,96.16818302967613,1
TRAIN-1339,Texas-Portland,1158,Snow,5306,29,40.79939314565887,13.0,16,,1
TRAIN-1340,Texas-Portland,1612,Rain,7027,27,34.863925142904186,2.0,14,78.18598180712662,1
TRAIN-1341,Denver-LA,1458,Fog,7071,77,86.93116688795232,11.0,21,87.32125219090211,1
TRAIN-1342,Denver-LA,1656,Snow,4833,86,99.87883461936262,17.0,27,93.14938129241408,1
TRAIN-1343,Chicago-Seattle,1142,Snow,2460,89,88.87170437259276,6.0,7,92.91272879434564,0
